id,phrase,partofspeech,category
12003,ensure cost effectiveness,phrase,jobngram
12004,ensur cost effect,phrase,jobngram
12005,information analysis,phrase,jobngram
12006,inform analysi,phrase,jobngram
12007,software systems,phrase,jobngram
12008,softwar system,phrase,jobngram
12009,centre management,phrase,jobngram
12010,centr manag,phrase,jobngram
12011,data governance,phrase,jobngram
12012,data govern,phrase,jobngram
12013,network administration,phrase,jobngram
12014,network administr,phrase,jobngram
12015,network installation,phrase,jobngram
12016,network instal,phrase,jobngram
12017,develop schedules,phrase,jobngram
12018,generate game scripts,phrase,jobngram
12019,gener game script,phrase,jobngram
12020,assure quality,phrase,jobngram
12021,assur qualiti,phrase,jobngram
12022,polish the game,phrase,jobngram
12023,maintain code,phrase,jobngram
12024,other programming,phrase,jobngram
12025,other program,phrase,jobngram
12026,high level,phrase,jobngram
12027,programming specialties,phrase,jobngram
12028,program specialti,phrase,jobngram
12029,artificial intelligence,phrase,jobngram
12030,artifici intellig,phrase,jobngram
12031,gaming trends,phrase,jobngram
12032,game trend,phrase,jobngram
12033,well designed code,phrase,jobngram
12034,well design code,phrase,jobngram
12035,core product software,phrase,jobngram
12036,core product softwar,phrase,jobngram
12037,ensure strong optimization,phrase,jobngram
12038,ensur strong optim,phrase,jobngram
12039,deploy new features,phrase,jobngram
12040,deploy new featur,phrase,jobngram
12269,oper new softwar,phrase,jobngram
12041,facilitate related procedures,phrase,jobngram
12042,facilit relat procedur,phrase,jobngram
12043,open source,phrase,jobngram
12044,open sourc,phrase,jobngram
12045,demonstrable knowledge,phrase,jobngram
12046,demonstr knowledg,phrase,jobngram
12047,web technologies,phrase,jobngram
12048,web technolog,phrase,jobngram
12049,ajax etc,phrase,jobngram
12050,version control tools,phrase,jobngram
12051,version control tool,phrase,jobngram
12052,common party apis,phrase,jobngram
12053,common parti api,phrase,jobngram
12054,coding practices,phrase,jobngram
12055,code practic,phrase,jobngram
12056,new bold ideas,phrase,jobngram
12057,new bold idea,phrase,jobngram
12058,set up hardware,phrase,jobngram
12059,set up hardwar,phrase,jobngram
12060,manage security options,phrase,jobngram
12061,manag secur option,phrase,jobngram
12062,maintain privacy,phrase,jobngram
12063,maintain privaci,phrase,jobngram
12064,ensure systems,phrase,jobngram
12065,ensur system,phrase,jobngram
12066,restore functionality,phrase,jobngram
12067,restor function,phrase,jobngram
12068,arrange maintenance sessions,phrase,jobngram
12069,arrang mainten session,phrase,jobngram
12070,discover and mend inefficiencies,phrase,jobngram
12071,discov and mend ineffici,phrase,jobngram
12072,keep records,phrase,jobngram
12073,keep record,phrase,jobngram
12074,utilize computers,phrase,jobngram
12075,util comput,phrase,jobngram
12076,wan networks,phrase,jobngram
12077,wan network,phrase,jobngram
12078,internet security,phrase,jobngram
12079,internet secur,phrase,jobngram
12080,data privacy principles,phrase,jobngram
12081,data privaci principl,phrase,jobngram
12082,excellent troubleshooting,phrase,jobngram
12083,excel troubleshoot,phrase,jobngram
12084,exceptional organizing,phrase,jobngram
12085,except organ,phrase,jobngram
12086,relevant certifications,phrase,jobngram
12087,software development practices,phrase,jobngram
12088,softwar develop practic,phrase,jobngram
12089,create website layout,phrase,jobngram
12090,creat websit layout,phrase,jobngram
12091,using standard html,phrase,jobngram
12092,use standard html,phrase,jobngram
12093,maintain software documentation,phrase,jobngram
12094,maintain softwar document,phrase,jobngram
12095,scaling our site,phrase,jobngram
12096,scale our site,phrase,jobngram
12097,match visual design intent,phrase,jobngram
12098,notch programming skills,phrase,jobngram
12099,notch program skill,phrase,jobngram
12100,modern html,phrase,jobngram
12101,session management,phrase,jobngram
12102,session manag,phrase,jobngram
12103,development practices,phrase,jobngram
12104,develop practic,phrase,jobngram
12105,relational database,phrase,jobngram
12106,web application,phrase,jobngram
12107,network diagnostics,phrase,jobngram
12108,network diagnost,phrase,jobngram
12109,network analytics tools,phrase,jobngram
12110,network analyt tool,phrase,jobngram
12111,basic knowledge,phrase,jobngram
12112,basic knowledg,phrase,jobngram
12113,search engine optimisation process,phrase,jobngram
12114,search engin optimis process,phrase,jobngram
12115,aggressive problem,phrase,jobngram
12116,aggress problem,phrase,jobngram
12117,creative problem,phrase,jobngram
12118,creativ problem,phrase,jobngram
12119,strong organisational skills,phrase,jobngram
12120,strong organis skill,phrase,jobngram
12121,multiple tasks,phrase,jobngram
12122,multipl task,phrase,jobngram
12123,master diverse web technologies,phrase,jobngram
12124,master divers web technolog,phrase,jobngram
12125,monitor security measures,phrase,jobngram
12126,monitor secur measur,phrase,jobngram
12127,define system security,phrase,jobngram
12128,defin system secur,phrase,jobngram
12129,design system security,phrase,jobngram
12130,design system secur,phrase,jobngram
12131,develop detailed security designs,phrase,jobngram
12132,develop detail secur design,phrase,jobngram
12133,standard operating procedures,phrase,jobngram
12134,standard oper procedur,phrase,jobngram
12135,security infrastructure devices,phrase,jobngram
12136,secur infrastructur devic,phrase,jobngram
12137,develop technical solutions,phrase,jobngram
12138,develop technic solut,phrase,jobngram
12139,help mitigate security vulnerabilities,phrase,jobngram
12140,help mitig secur vulner,phrase,jobngram
12141,automate repeatable tasks,phrase,jobngram
12142,autom repeat task,phrase,jobngram
12143,including based findings,phrase,jobngram
12144,includ base find,phrase,jobngram
12145,system security enhancement,phrase,jobngram
12146,system secur enhanc,phrase,jobngram
12147,security systems,phrase,jobngram
12148,secur system,phrase,jobngram
12149,detailed technical knowledge,phrase,jobngram
12150,detail technic knowledg,phrase,jobngram
12151,operating system security,phrase,jobngram
12152,oper system secur,phrase,jobngram
12153,intrusion detection systems,phrase,jobngram
12154,intrus detect system,phrase,jobngram
12155,virus software,phrase,jobngram
12156,viru softwar,phrase,jobngram
12157,authentication systems,phrase,jobngram
12158,authent system,phrase,jobngram
12159,log management,phrase,jobngram
12160,log manag,phrase,jobngram
12161,content filtering,phrase,jobngram
12162,content filter,phrase,jobngram
12163,network technologies,phrase,jobngram
12164,network technolog,phrase,jobngram
12165,network monitoring tools,phrase,jobngram
12166,network monitor tool,phrase,jobngram
12167,related protocols,phrase,jobngram
12168,relat protocol,phrase,jobngram
12169,software security techniques,phrase,jobngram
12170,softwar secur techniqu,phrase,jobngram
12171,perform going security testing,phrase,jobngram
12172,perform go secur test,phrase,jobngram
12173,improve software security,phrase,jobngram
12174,improv softwar secur,phrase,jobngram
12175,provide engineering designs,phrase,jobngram
12176,provid engin design,phrase,jobngram
12177,consult team members,phrase,jobngram
12178,consult team member,phrase,jobngram
12179,secure coding practices,phrase,jobngram
12180,secur code practic,phrase,jobngram
12181,develop a familiarity,phrase,jobngram
12182,develop a familiar,phrase,jobngram
12183,the art,phrase,jobngram
12184,security vulnerabilities,phrase,jobngram
12185,secur vulner,phrase,jobngram
12186,software development experience,phrase,jobngram
12187,softwar develop experi,phrase,jobngram
12188,core languages,phrase,jobngram
12189,core languag,phrase,jobngram
12190,security research,phrase,jobngram
12191,secur research,phrase,jobngram
12192,build advanced applications,phrase,jobngram
12193,build advanc applic,phrase,jobngram
12194,ship new features,phrase,jobngram
12195,ship new featur,phrase,jobngram
12196,including edge cases,phrase,jobngram
12197,includ edg case,phrase,jobngram
12198,improving application performance,phrase,jobngram
12199,improv applic perform,phrase,jobngram
12200,maximize development efficiency,phrase,jobngram
12201,maxim develop effici,phrase,jobngram
12202,original android,phrase,jobngram
12203,origin android,phrase,jobngram
12204,android sdk,phrase,jobngram
12205,remote data,phrase,jobngram
12206,remot data,phrase,jobngram
12207,party libraries,phrase,jobngram
12208,parti librari,phrase,jobngram
12209,general mobile,phrase,jobngram
12210,gener mobil,phrase,jobngram
12211,full mobile,phrase,jobngram
12212,full mobil,phrase,jobngram
12213,using statistical techniques,phrase,jobngram
12214,use statist techniqu,phrase,jobngram
12215,implement data collection,phrase,jobngram
12216,implement data collect,phrase,jobngram
12217,optimize statistical efficiency,phrase,jobngram
12218,optim statist effici,phrase,jobngram
12219,acquire data,phrase,jobngram
12220,acquir data,phrase,jobngram
12221,interpret trends,phrase,jobngram
12222,interpret trend,phrase,jobngram
12223,review computer reports,phrase,jobngram
12224,review comput report,phrase,jobngram
12225,locate and correct code problems,phrase,jobngram
12226,locat and correct code problem,phrase,jobngram
12227,prioritize business,phrase,jobngram
12228,priorit busi,phrase,jobngram
12229,process improvement opportunities,phrase,jobngram
12230,process improv opportun,phrase,jobngram
12231,technical expertise,phrase,jobngram
12232,technic expertis,phrase,jobngram
12233,data models,phrase,jobngram
12234,database design development,phrase,jobngram
12235,databas design develop,phrase,jobngram
12236,data mining,phrase,jobngram
12237,data mine,phrase,jobngram
12238,segmentation techniques,phrase,jobngram
12239,segment techniqu,phrase,jobngram
12240,strong knowledge,phrase,jobngram
12241,strong knowledg,phrase,jobngram
12242,reporting packages,phrase,jobngram
12243,report packag,phrase,jobngram
12244,business objects etc,phrase,jobngram
12245,busi object etc,phrase,jobngram
12246,sql etc,phrase,jobngram
12247,large datasets,phrase,jobngram
12248,larg dataset,phrase,jobngram
12249,sas etc,phrase,jobngram
12250,sa etc,phrase,jobngram
12251,strong analytical skills,phrase,jobngram
12252,strong analyt skill,phrase,jobngram
12253,significant amounts,phrase,jobngram
12254,signific amount,phrase,jobngram
12255,report writing,phrase,jobngram
12256,report write,phrase,jobngram
12257,presenting findings,phrase,jobngram
12258,present find,phrase,jobngram
12259,set up workstations,phrase,jobngram
12260,set up workstat,phrase,jobngram
12261,check computer hardware,phrase,jobngram
12262,check comput hardwar,phrase,jobngram
12263,maintain local networks,phrase,jobngram
12264,maintain local network,phrase,jobngram
12265,optimize performance,phrase,jobngram
12266,optim perform,phrase,jobngram
12267,provide orientation,phrase,jobngram
12268,operate new software,phrase,jobngram
12270,deterring others,phrase,jobngram
12271,deter other,phrase,jobngram
12272,completing their work,phrase,jobngram
12273,complet their work,phrase,jobngram
12274,diagnose and resolve problems,phrase,jobngram
12275,diagnos and resolv problem,phrase,jobngram
12276,replace parts,phrase,jobngram
12277,debugging etc,phrase,jobngram
12278,debug etc,phrase,jobngram
12279,identify computer,phrase,jobngram
12280,identifi comput,phrase,jobngram
12281,network equipment shortages,phrase,jobngram
12282,network equip shortag,phrase,jobngram
12283,diverse computer,phrase,jobngram
12284,divers comput,phrase,jobngram
12285,install functioning computer networks,phrase,jobngram
12286,instal function comput network,phrase,jobngram
12287,identify bottlenecks,phrase,jobngram
12288,identifi bottleneck,phrase,jobngram
12289,ensure long term efficiency,phrase,jobngram
12290,ensur long term effici,phrase,jobngram
12291,fix minor,phrase,jobngram
12292,find ways,phrase,jobngram
12293,find way,phrase,jobngram
12294,do regular data backups,phrase,jobngram
12295,do regular data backup,phrase,jobngram
12296,protect the s information,phrase,jobngram
12297,protect the s inform,phrase,jobngram
12298,offer comprehensive advice,phrase,jobngram
12299,offer comprehens advic,phrase,jobngram
12300,common software,phrase,jobngram
12301,common softwar,phrase,jobngram
12302,ccna qualifications,phrase,jobngram
12303,ccna qualif,phrase,jobngram
12304,install various network devices,phrase,jobngram
12305,instal variou network devic,phrase,jobngram
12306,perform network maintenance,phrase,jobngram
12307,perform network mainten,phrase,jobngram
12308,including service packs,phrase,jobngram
12309,includ servic pack,phrase,jobngram
12310,ensure system availability,phrase,jobngram
12311,ensur system avail,phrase,jobngram
12312,monitor system resource,phrase,jobngram
12313,monitor system resourc,phrase,jobngram
12314,provide,phrase,jobngram
12315,established configuration,phrase,jobngram
12316,establish configur,phrase,jobngram
12317,change management policies,phrase,jobngram
